run,imp,exit_code,theta,scale,shape,gamma,e,var_type,site_class,sel_type,lnL,boundaries_hit,searches,converged,model,params,bin
399,1,3,0.000300413491877,0.464548645981,19.2564888246,na,0.0144859626392,del,1,sel,23031.8676567,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,18
399,1,3,0.000226788450962,5000,0.0715697763166,na,2.22044604925e-18,ins,1,sel,23031.8676567,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,18
399,1,3,1e-10,na,na,0,0.415203038836,del,1,neu,23031.8676567,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,18
399,1,3,1e-10,na,na,0,0.0427188589788,ins,1,neu,23031.8676567,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,18
35,1,3,0.000702906901012,99.7000195052,1.0524615096,na,0.0486400452766,del,1,sel,20863.6306391,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,19
35,1,3,0.00053692800945,132.610781619,0.927946117012,na,0.0769080484172,ins,1,sel,20863.6306391,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,19
35,1,3,1e-10,na,na,0,0.0522137198528,ins,1,neu,20863.6306391,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,19
35,1,3,1e-10,na,na,0,0.0300539402538,del,1,neu,20863.6306391,r_19|neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,19
425,1,3,0.000305200138618,257.66811042,0.200121981293,na,0.0210009931266,del,1,sel,19631.8937738,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,20
425,1,3,0.000161580854,7.49618939266,0.412692515075,na,0.0017313771092,ins,1,sel,19631.8937738,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,20
425,1,3,1e-10,na,na,0,0.180530129536,ins,1,neu,19631.8937738,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,20
425,1,3,1e-10,na,na,0,0.00702824484284,del,1,neu,19631.8937738,neu_ins_theta_1|neu_del_theta_1,500,True,indel_continuous_1class,30,20
377,1,3,0.000301033984633,0.651447773045,14.884979147,na,0.0592362615419,del,1,sel,19132.2047411,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,21
377,1,3,0.000281815346954,5000,0.0806777255147,na,0.0470534279096,ins,1,sel,19132.2047411,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,21
377,1,3,1e-10,na,na,0,0.309845963179,ins,1,neu,19132.2047411,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,21
377,1,3,1e-10,na,na,0,0.052962835246,del,1,neu,19132.2047411,r_19|neu_ins_theta_1|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,21
190,1,3,0.000594807857927,91.7846950245,0.884296829222,na,0.0219603881165,del,1,sel,18098.37101,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,22
190,1,3,0.000423195570044,157.157015148,0.710727642672,na,0,ins,1,sel,18098.37101,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,22
190,1,3,1e-10,na,na,0,0.437589749241,ins,1,neu,18098.37101,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,22
190,1,3,1e-10,na,na,0,0.250329076615,del,1,neu,18098.37101,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,22
103,1,3,0.000320442865178,1.00486348673,10.3421298576,na,0.0259336998688,del,1,sel,17606.8954313,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
103,1,3,0.000255992930517,5000,0.0761306599261,na,0,ins,1,sel,17606.8954313,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
103,1,3,1e-10,na,na,0,0.0363864633613,del,1,neu,17606.8954313,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
103,1,3,1e-10,na,na,0,0.0135915638173,ins,1,neu,17606.8954313,neu_ins_theta_1|sel_ins_e|neu_del_theta_1|sel_ins_scale,500,True,indel_continuous_1class,30,23
196,1,3,0.000334339645927,18.865255386,0.926559562002,na,0.0266934235779,del,1,sel,15872.8171758,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,24
196,1,3,0.000291722409675,446.048424717,0.29665901373,na,0,ins,1,sel,15872.8171758,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,24
196,1,3,1e-10,na,na,0,0.301141223532,ins,1,neu,15872.8171758,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,24
196,1,3,1e-10,na,na,0,0.0192070244334,del,1,neu,15872.8171758,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,24
245,1,3,0.000317234785771,1324.57915068,0.219987393843,na,0,ins,1,sel,14961.4694309,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,25
245,1,3,0.000280559802965,1.08398927804,8.18145304963,na,0.0189106154093,del,1,sel,14961.4694309,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,25
245,1,3,1e-10,na,na,0,0.0183076642339,del,1,neu,14961.4694309,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,25
245,1,3,1e-10,na,na,0,0.017457194721,ins,1,neu,14961.4694309,neu_ins_theta_1|sel_ins_e|neu_del_theta_1,500,True,indel_continuous_1class,30,25
